Game,MS_Store_Link,ProductID,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Completion,Genre,Series X|S,Owner Notes,ESRB,ESRB Content Descriptors,Community Notes,Status.1,Added.1,Delay
MX vs. ATV Reflex,https://www.xbox.com/en-us/games/store/MX-vs-ATV-Reflex/BSF4MQFNW44N,BSF4MQFNW44N,XB360/OG Xbox,,GwG Permanent,Oct 2016,Oct 2016,0.47,Feb 2009,7.6,77,8.0,Racing,,Backwards Compatible,,,,,,
Assassin's Creed Chronicles: China,https://www.xbox.com/en-us/games/store/Assassins-Creed-Chronicles-China/BZQQ7HX8PZ05,BZQQ7HX8PZ05,XB1/Series X|S,,GwG Temporary,Sep 2016,Oct 2016,0.97,Apr 2015,1.4,69,6.0,Action-Adventure,,,,,,,,
Assassin's Creed Chronicles: China,https://www.xbox.com/en-us/games/store/Assassins-Creed-Chronicles-China/BZQQ7HX8PZ05,BZQQ7HX8PZ05,XB1/Series X|S,,GwG Temporary,Sep 2016,Oct 2016,0.97,Apr 2015,1.4,69,6.0,Action-Adventure,,,,,,,,
Mirror's Edge,https://www.xbox.com/en-us/games/store/Mirrors-Edge/BP96WRTVD7C1,BP96WRTVD7C1,XB360/OG Xbox,,GwG Permanent,Sep 2016,Sep 2016,0.47,Nov 2008,7.85,79,8.0,Action-Adventure,Enhanced,Backwards Compatible,,,,,,
Mirror's Edge,https://www.xbox.com/en-us/games/store/Mirrors-Edge/BP96WRTVD7C1,BP96WRTVD7C1,XB360/OG Xbox,,GwG Permanent,Sep 2016,Sep 2016,0.47,Nov 2008,7.85,79,8.0,Action-Adventure,Enhanced,Backwards Compatible,,,,,,
Earthlock: Festival of Magic,https://www.xbox.com/en-us/games/store/EARTHLOCK/BVJNXD9V4FVP,BVJNXD9V4FVP,XB1/Series X|S,,GwG Temporary,Sep 2016,Sep 2016,0.97,Oct 2015,0.88,72,22.0,RPG,,,,,,,,
Forza Horizon,https://www.xbox.com/en-us/games/store/Forza-Horizon-5/9NNX1VVR3KNQ,9NNX1VVR3KNQ,XB360/OG Xbox,,GwG Permanent,Sep 2016,Sep 2016,0.47,Oct 2012,3.86,86,16.0,Racing,Enhanced,Backwards Compatible,,,,,,
Beyond Good & Evil HD,https://www.xbox.com/en-us/games/store/Beyond-Good-Evil-HD/C28HP82H7MN8,C28HP82H7MN8,XB360/OG Xbox,,GwG Permanent,Aug 2016,Aug 2016,0.47,Dec 2011,4.7,86,18.0,Action-Adventure,,Backwards Compatible,,,,,,
Warriors Orochi 3 Ultimate,https://www.xbox.com/en-us/games/store/WARRIORS-OROCHI-3-Ultimate/BNQT3LCMJTRS,BNQT3LCMJTRS,XB1/Series X|S,,GwG Temporary,Aug 2016,Aug 2016,0.97,Sep 2013,2.85,75,28.0,Action,,,,,,,,
Spelunky,https://www.xbox.com/en-us/games/store/Spelunky/BS84XSHDJNCX,BS84XSHDJNCX,XB360/OG Xbox,,GwG Permanent,Aug 2016,Aug 2016,0.47,Dec 2012,3.62,89,6.0,Platformer,,Backwards Compatible,,,,,,
Spelunky,https://www.xbox.com/en-us/games/store/Spelunky/BS84XSHDJNCX,BS84XSHDJNCX,XB360/OG Xbox,,GwG Permanent,Aug 2016,Aug 2016,0.47,Dec 2012,3.62,89,6.0,Platformer,,Backwards Compatible,,,,,,
Tumblestone,https://www.xbox.com/en-us/games/store/Tumblestone/BP7R6JL7QN4R,BP7R6JL7QN4R,XB1/Series X|S,,GwG Temporary,Jul 2016,Aug 2016,0.97,Jan 2016,0.47,75,5.0,Puzzle,,,,,,,,
Tron: Evolution,https://www.xbox.com/en-us/games/store/Tron-Evolution/BTXJP4Q6RKVT,BTXJP4Q6RKVT,XB360/OG Xbox,,GwG Permanent,Jul 2016,Jul 2016,0.47,Jun 2011,5.11,76,10.0,Action-Adventure,,Backwards Compatible,,,,,,
The Banner Saga 2,https://www.xbox.com/en-us/games/store/The-Banner-Saga-2/BRDV9ZW67F96,BRDV9ZW67F96,XB1/Series X|S,,GwG Temporary,Jul 2016,Jul 2016,0.97,Apr 2016,0.2,84,16.0,RPG/Strategy,,,,,,,,
The Banner Saga 2,https://www.xbox.com/en-us/games/store/The-Banner-Saga-2/BRDV9ZW67F96,BRDV9ZW67F96,XB1/Series X|S,,GwG Temporary,Jul 2016,Jul 2016,0.97,Apr 2016,0.2,84,16.0,RPG/Strategy,,,,,,,,
Tom Clancy's Rainbow Six: Vegas 2,https://www.xbox.com/en-us/games/store/Tom-Clancys-Rainbow-Six-Vegas-2/C2B588K0RM2S,C2B588K0RM2S,XB360/OG Xbox,,GwG Permanent,Jul 2016,Jul 2016,0.47,Mar 2008,8.29,81,10.0,Shooter,,Backwards Compatible,,,,,,
The Crew,https://www.xbox.com/en-us/games/store/The-Crew-2/BV05F8VT7JJ4,BV05F8VT7JJ4,XB1/Series X|S,,GwG Temporary,Jun 2016,Jul 2016,0.97,Dec 2014,1.54,70,20.0,Racing,,,,,,,,
XCOM: Enemy Unknown,https://www.xbox.com/en-us/games/store/XCOM-Enemy-Unknown/BQZ0V5R1HPXF,BQZ0V5R1HPXF,XB360/OG Xbox,,GwG Permanent,Jun 2016,Jun 2016,0.47,Oct 2012,3.69,89,40.0,Strategy,,Backwards Compatible,,,,,,
Goat Simulator,https://www.xbox.com/en-us/games/store/Goat-Simulator/BV0NM309K1TL,BV0NM309K1TL,XB1/Series X|S,,GwG Temporary,Jun 2016,Jun 2016,0.97,Apr 2014,2.17,70,2.0,Sandbox,,Backwards Compatible,,,,,,
Goat Simulator,https://www.xbox.com/en-us/games/store/Goat-Simulator/BV0NM309K1TL,BV0NM309K1TL,XB1/Series X|S,,GwG Temporary,Jun 2016,Jun 2016,0.97,Apr 2014,2.17,70,2.0,Sandbox,,Backwards Compatible,,,,,,
Super Meat Boy,https://www.xbox.com/en-us/games/store/Super-Meat-Boy/C1365LM1Q2DK,C1365LM1Q2DK,XB360/OG Xbox,,GwG Permanent,Jun 2016,Jun 2016,0.47,Oct 2010,5.61,88,6.0,Platformer,,Backwards Compatible,,,,,,
Super Meat Boy,https://www.xbox.com/en-us/games/store/Super-Meat-Boy/C1365LM1Q2DK,C1365LM1Q2DK,XB360/OG Xbox,,GwG Permanent,Jun 2016,Jun 2016,0.47,Oct 2010,5.61,88,6.0,Platformer,,Backwards Compatible,,,,,,
Costume Quest 2,https://www.xbox.com/en-us/games/store/Costume-Quest-2/BZ92FB6PWXFJ,BZ92FB6PWXFJ,XB1/Series X|S,,GwG Temporary,May 2016,Jun 2016,0.97,Oct 2014,1.55,72,6.0,RPG,,,,,,,,
Costume Quest 2,https://www.xbox.com/en-us/games/store/Costume-Quest-2/BZ92FB6PWXFJ,BZ92FB6PWXFJ,XB1/Series X|S,,GwG Temporary,May 2016,Jun 2016,0.97,Oct 2014,1.55,72,6.0,RPG,,,,,,,,
Peggle,https://www.xbox.com/en-us/games/store/Peggle/BSCCQL7DZ9KD,BSCCQL7DZ9KD,XB360/OG Xbox,,GwG Permanent,May 2016,May 2016,0.47,Feb 2007,9.22,76,4.0,Puzzle,,Backwards Compatible,,,,,,
Peggle,https://www.xbox.com/en-us/games/store/Peggle/BSCCQL7DZ9KD,BSCCQL7DZ9KD,XB360/OG Xbox,,GwG Permanent,May 2016,May 2016,0.47,Feb 2007,9.22,76,4.0,Puzzle,,Backwards Compatible,,,,,,
Defense Grid 2,https://www.xbox.com/en-us/games/store/Defense-Grid-2/BRK1B5GSB6W4,BRK1B5GSB6W4,XB1/Series X|S,,GwG Temporary,May 2016,May 2016,0.97,Jul 2014,1.8,79,9.0,Strategy,,,,,,,,
Defense Grid 2,https://www.xbox.com/en-us/games/store/Defense-Grid-2/BRK1B5GSB6W4,BRK1B5GSB6W4,XB1/Series X|S,,GwG Temporary,May 2016,May 2016,0.97,Jul 2014,1.8,79,9.0,Strategy,,,,,,,,
Grid 2,https://www.xbox.com/en-us/games/store/GRID-2/BRZNCW03RQ9N,BRZNCW03RQ9N,XB360/OG Xbox,,GwG Permanent,May 2016,May 2016,0.47,May 2013,2.93,80,9.0,Racing,,Backwards Compatible,,,,,,
Sunset Overdrive,https://www.xbox.com/en-us/games/store/Sunset-Overdrive/BRZHFR5XBLQS,BRZHFR5XBLQS,XB1/Series X|S,,GwG Temporary,Apr 2016,May 2016,0.97,Oct 2014,1.47,81,12.0,Action-Adventure,,,,,,,,
Sunset Overdrive,https://www.xbox.com/en-us/games/store/Sunset-Overdrive/BRZHFR5XBLQS,BRZHFR5XBLQS,XB1/Series X|S,,GwG Temporary,Apr 2016,May 2016,0.97,Oct 2014,1.47,81,12.0,Action-Adventure,,,,,,,,
The Wolf Among Us,https://www.xbox.com/en-us/games/store/The-Wolf-Among-Us/C02SL8LBS5K2,C02SL8LBS5K2,XB1/Series X|S,,GwG Temporary,Apr 2016,Apr 2016,0.97,Oct 2013,2.46,85,9.0,Adventure,,,,,,,,
Borderlands,https://www.xbox.com/en-us/games/store/Borderlands/C0NDKFJXW9SZ,C0NDKFJXW9SZ,XB360/OG Xbox,,GwG Permanent,Mar 2016,Mar 2016,0.47,Oct 2009,6.41,85,20.0,Shooter,,Backwards Compatible,,,,,,
Borderlands,https://www.xbox.com/en-us/games/store/Borderlands/C0NDKFJXW9SZ,C0NDKFJXW9SZ,XB360/OG Xbox,,GwG Permanent,Mar 2016,Mar 2016,0.47,Oct 2009,6.41,85,20.0,Shooter,,Backwards Compatible,,,,,,
Sherlock Holmes: Crimes & Punishments,https://www.xbox.com/en-us/games/store/Sherlock-Holmes-Crimes-and-Punishments-Redux/9PJ187C1C8X8,9PJ187C1C8X8,XB1/Series X|S,,GwG Temporary,Mar 2016,Mar 2016,0.97,Sep 2014,1.42,77,12.0,Adventure,,,,,,,,
Supreme Commander 2,https://www.xbox.com/en-us/games/store/Supreme-Commander-2/BWLZ0FPRRG29,BWLZ0FPRRG29,XB360/OG Xbox,,GwG Permanent,Mar 2016,Mar 2016,0.47,Mar 2010,6.0,74,30.0,Strategy,,Backwards Compatible,,,,,,
Styx: Master of Shadows,https://www.xbox.com/en-us/games/store/Styx-Master-of-Shadows/BNK369Q6JJ5T,BNK369Q6JJ5T,XB1/Series X|S,,GwG Temporary,Feb 2016,Mar 2016,0.97,Mar 2014,1.93,73,12.0,Action-Adventure,,,,,,,,
Gears of War 2,https://www.xbox.com/en-us/games/store/Gears-of-War-2/C1SDBNRFXT1D,C1SDBNRFXT1D,XB360/OG Xbox,,GwG Permanent,Feb 2016,Feb 2016,0.43,Nov 2008,7.28,91,9.0,Shooter,Enhanced,Backwards Compatible,,,,,,
Gears of War 2,https://www.xbox.com/en-us/games/store/Gears-of-War-2/C1SDBNRFXT1D,C1SDBNRFXT1D,XB360/OG Xbox,,GwG Permanent,Feb 2016,Feb 2016,0.43,Nov 2008,7.28,91,9.0,Shooter,Enhanced,Backwards Compatible,,,,,,
Hand of Fate,https://www.xbox.com/en-us/games/store/Hand-of-Fate/BV0LH18Q1VHW,BV0LH18Q1VHW,XB1/Series X|S,,GwG Temporary,Feb 2016,Feb 2016,0.93,Oct 2015,0.29,77,12.0,Action-Adventure,,,,,,,,
Sacred Citadel,https://www.xbox.com/en-us/games/store/Sacred-Citadel/C52K72Q65KGK,C52K72Q65KGK,XB360/OG Xbox,,GwG Permanent,Feb 2016,Feb 2016,0.47,Dec 2012,3.16,62,4.0,Action,,Backwards Compatible,,,,,,
Sacred Citadel,https://www.xbox.com/en-us/games/store/Sacred-Citadel/C52K72Q65KGK,C52K72Q65KGK,XB360/OG Xbox,,GwG Permanent,Feb 2016,Feb 2016,0.47,Dec 2012,3.16,62,4.0,Action,,Backwards Compatible,,,,,,
Zheros,https://www.xbox.com/en-us/games/store/ZHEROS/C549DRBSH9B7,C549DRBSH9B7,XB1/Series X|S,,GwG Temporary,Jan 2016,Feb 2016,0.97,Aug 2014,1.45,58,6.0,Action,,,,,,,,
Killer Instinct Season 1 Ultra Edition,https://www.xbox.com/en-us/games/store/Killer-Instinct-SUPREME-EDITION/BP97519KZH1Q,BP97519KZH1Q,XB1/Series X|S,,GwG Temporary,Jan 2016,Jan 2016,0.97,Nov 2016,-0.91,79,6.0,Fighting,,Backwards Compatible,,,,,,
DiRT Showdown,https://www.xbox.com/en-us/games/store/DiRT-Showdown/C1DZCGD41PQK,C1DZCGD41PQK,XB360/OG Xbox,,GwG Permanent,Jan 2016,Jan 2016,0.47,May 2012,3.6,74,6.0,Racing,,Backwards Compatible,,,,,,
Thief,https://www.xbox.com/en-us/games/store/Thief-Simulator/9N4ZQPM20W8F,9N4ZQPM20W8F,XB1/Series X|S,,GwG Temporary,Dec 2015,Jan 2016,0.97,Feb 2014,1.81,70,11.0,Action-Adventure,,,,,,,,
Thief,https://www.xbox.com/en-us/games/store/Thief-Simulator/9N4ZQPM20W8F,9N4ZQPM20W8F,XB1/Series X|S,,GwG Temporary,Dec 2015,Jan 2016,0.97,Feb 2014,1.81,70,11.0,Action-Adventure,,,,,,,,
Sacred 3,https://www.xbox.com/en-us/games/store/sacred-3/bqjnkmzjxzc4,bqjnkmzjxzc4,XB360/OG Xbox,,GwG Permanent,Dec 2015,Dec 2015,0.47,Aug 2014,1.32,46,7.0,Action,,Backwards Compatible,,,,,,
Sacred 3,https://www.xbox.com/en-us/games/store/sacred-3/bqjnkmzjxzc4,bqjnkmzjxzc4,XB360/OG Xbox,,GwG Permanent,Dec 2015,Dec 2015,0.47,Aug 2014,1.32,46,7.0,Action,,Backwards Compatible,,,,,,
Operation Flashpoint: Dragon Rising,https://www.xbox.com/en-us/games/store/OF-Dragon-Rising/C051SCLQ3W25,C051SCLQ3W25,XB360/OG Xbox,,GwG Permanent,Dec 2015,Dec 2015,0.47,Nov 2009,6.11,68,18.0,Shooter,,Backwards Compatible,,,,,,
Operation Flashpoint: Dragon Rising,https://www.xbox.com/en-us/games/store/OF-Dragon-Rising/C051SCLQ3W25,C051SCLQ3W25,XB360/OG Xbox,,GwG Permanent,Dec 2015,Dec 2015,0.47,Nov 2009,6.11,68,18.0,Shooter,,Backwards Compatible,,,,,,
The Incredible Adventures of Van Helsing,https://www.xbox.com/en-us/games/store/The-Incredible-Adventures-of-Van-Helsing-Complete-Trilogy/9PCR29CD9PC4,9PCR29CD9PC4,XB1/Series X|S,,GwG Temporary,Dec 2015,Dec 2015,0.97,Sep 2012,3.2,72,20.0,Action-Adventure,,,,,,,,
CastleStorm,https://www.xbox.com/en-us/games/store/CastleStorm-Definitive-Edition/BP3M4THZP6GG,BP3M4THZP6GG,XB360/OG Xbox,,GwG Permanent,Dec 2015,Dec 2015,0.47,Mar 2013,2.68,72,8.0,Strategy,,Backwards Compatible,,,,,,
CastleStorm,https://www.xbox.com/en-us/games/store/CastleStorm-Definitive-Edition/BP3M4THZP6GG,BP3M4THZP6GG,XB360/OG Xbox,,GwG Permanent,Dec 2015,Dec 2015,0.47,Mar 2013,2.68,72,8.0,Strategy,,Backwards Compatible,,,,,,
Knight Squad,https://www.xbox.com/en-us/games/store/Knight-Squad/BQ9C40MT0WWK,BQ9C40MT0WWK,XB1/Series X|S,,GwG Temporary,Nov 2015,Dec 2015,0.97,Jul 2015,0.34,73,4.0,Action,,,,,,,,
Knight Squad,https://www.xbox.com/en-us/games/store/Knight-Squad/BQ9C40MT0WWK,BQ9C40MT0WWK,XB1/Series X|S,,GwG Temporary,Nov 2015,Dec 2015,0.97,Jul 2015,0.34,73,4.0,Action,,,,,,,,
Dungeon Siege III,https://www.xbox.com/en-us/games/store/Dungeon-Siege-III/C47G7K9NWRRJ,C47G7K9NWRRJ,XB360/OG Xbox,,GwG Permanent,Nov 2015,Nov 2015,0.47,Jun 2011,4.38,71,18.0,Action-Adventure,,Backwards Compatible,,,,,,
Pneuma: Breath of Life,https://www.xbox.com/en-us/games/store/Pneuma-Breath-of-Life/C0D102LM66W5,C0D102LM66W5,XB1/Series X|S,,GwG Temporary,Nov 2015,Nov 2015,0.97,Apr 2013,2.54,70,3.0,Puzzle,,,,,,,,
DiRT 3,https://www.xbox.com/en-us/games/store/DiRT-3/BWXNH3DZMWVK,BWXNH3DZMWVK,XB360/OG Xbox,,GwG Permanent,Nov 2015,Nov 2015,0.47,May 2011,4.44,84,8.0,Racing,,Backwards Compatible,,,,,,
The Walking Dead: The Complete First Season,https://www.xbox.com/en-us/games/store/the-walking-dead-season-1/9nblggh4vxrw,9nblggh4vxrw,XB1/Series X|S,,GwG Temporary,Oct 2015,Nov 2015,0.97,Apr 2012,3.48,86,8.0,Adventure,,,,,,,,
The Walking Dead: The Complete First Season,https://www.xbox.com/en-us/games/store/the-walking-dead-season-1/9nblggh4vxrw,9nblggh4vxrw,XB360/OG Xbox,,GwG Permanent,Oct 2015,Oct 2015,0.47,Apr 2012,3.48,86,8.0,Adventure,,Backwards Compatible,,,,,,
Valiant Hearts: The Great War,https://www.xbox.com/en-us/games/store/Valiant-Hearts-The-Great-War/C0X15TR4NP0B,C0X15TR4NP0B,XB1/Series X|S,,GwG Temporary,Oct 2015,Oct 2015,0.97,Jun 2014,1.27,77,7.0,Platformer,,,,,,,,
Valiant Hearts: The Great War,https://www.xbox.com/en-us/games/store/Valiant-Hearts-The-Great-War/C0X15TR4NP0B,C0X15TR4NP0B,XB1/Series X|S,,GwG Temporary,Oct 2015,Oct 2015,0.97,Jun 2014,1.27,77,7.0,Platformer,,,,,,,,
Metal Gear Solid V: Ground Zeroes,https://www.xbox.com/en-us/games/store/METAL-GEAR-SOLID-V-GROUND-ZEROES/C1TVFVT36HVN,C1TVFVT36HVN,XB360/OG Xbox,,GwG Permanent,Oct 2015,Oct 2015,0.47,Mar 2014,1.54,74,1.0,Action-Adventure,,,,,,,,
Metal Gear Solid V: Ground Zeroes,https://www.xbox.com/en-us/games/store/METAL-GEAR-SOLID-V-GROUND-ZEROES/C1TVFVT36HVN,C1TVFVT36HVN,XB360/OG Xbox,,GwG Permanent,Oct 2015,Oct 2015,0.47,Mar 2014,1.54,74,1.0,Action-Adventure,,,,,,,,
Metal Gear Solid V: Ground Zeroes,https://www.xbox.com/en-us/games/store/METAL-GEAR-SOLID-V-GROUND-ZEROES/C1TVFVT36HVN,C1TVFVT36HVN,XB360/OG Xbox,,GwG Permanent,Oct 2015,Oct 2015,0.47,Mar 2014,1.54,74,1.0,Action-Adventure,,,,,,,,
Tomb Raider: Definitive Edition,https://www.xbox.com/en-us/games/store/Tomb-Raider-Definitive-Edition/BQXTS0SX4W0N,BQXTS0SX4W0N,XB1/Series X|S,,GwG Temporary,Sep 2015,Oct 2015,0.97,Jan 2014,1.63,88,11.0,Action-Adventure,,,,,,,,
Tomb Raider: Definitive Edition,https://www.xbox.com/en-us/games/store/Tomb-Raider-Definitive-Edition/BQXTS0SX4W0N,BQXTS0SX4W0N,XB1/Series X|S,,GwG Temporary,Sep 2015,Oct 2015,0.97,Jan 2014,1.63,88,11.0,Action-Adventure,,,,,,,,
Crysis 3,https://www.xbox.com/en-us/games/store/crysis-3/9pnrhxz6zss9,9pnrhxz6zss9,XB360/OG Xbox,,GwG Permanent,Sep 2015,Sep 2015,0.47,Feb 2013,2.58,76,6.0,Shooter,,Backwards Compatible,,,,,,
Crysis 3,https://www.xbox.com/en-us/games/store/Crysis-3-Remastered/9PHV85PRZL7N,9PHV85PRZL7N,XB360/OG Xbox,,GwG Permanent,Sep 2015,Sep 2015,0.47,Feb 2013,2.58,76,6.0,Shooter,,Backwards Compatible,,,,,,
The Deer God,https://www.xbox.com/en-us/games/store/The-Deer-God/C4DQXWTP8SS4,C4DQXWTP8SS4,XB1/Series X|S,,GwG Temporary,Sep 2015,Sep 2015,0.97,Jan 2014,1.61,72,4.0,Adventure,,,,,,,,
Battlestations: Pacific,https://www.xbox.com/en-us/games/store/Battlestations-Pacific-Carrier-Battles-Map-Pack/BPWTF68MS5N9,BPWTF68MS5N9,XB360/OG Xbox,,GwG Permanent,Sep 2015,Sep 2015,0.47,Dec 2009,5.74,76,12.0,Strategy,,Backwards Compatible,,,,,,
How To Survive: Storm Warning Edition,https://www.xbox.com/en-us/games/store/How-to-Survive-Storm-Warning-Edition/C3K1HT81Z3QC,C3K1HT81Z3QC,XB1/Series X|S,,GwG Temporary,Aug 2015,Sep 2015,0.97,Oct 2013,1.84,72,10.0,Survival,,,,,,,,
Metro: Last Light,https://www.xbox.com/en-us/games/store/Metro-Last-Light-Redux/C03J6WR23XQ9,C03J6WR23XQ9,XB360/OG Xbox,,GwG Permanent,Aug 2015,Aug 2015,0.47,May 2013,2.26,80,9.0,Shooter,,,,,,,,
Metal Gear Solid V: Ground Zeroes,https://www.xbox.com/en-us/games/store/METAL-GEAR-SOLID-V-GROUND-ZEROES/C1TVFVT36HVN,C1TVFVT36HVN,XB1/Series X|S,,GwG Temporary,Aug 2015,Aug 2015,0.97,Mar 2014,1.37,74,1.0,Action-Adventure,,,,,,,,
Metal Gear Solid V: Ground Zeroes,https://www.xbox.com/en-us/games/store/METAL-GEAR-SOLID-V-GROUND-ZEROES/C1TVFVT36HVN,C1TVFVT36HVN,XB1/Series X|S,,GwG Temporary,Aug 2015,Aug 2015,0.97,Mar 2014,1.37,74,1.0,Action-Adventure,,,,,,,,
Metal Gear Solid V: Ground Zeroes,https://www.xbox.com/en-us/games/store/METAL-GEAR-SOLID-V-GROUND-ZEROES/C1TVFVT36HVN,C1TVFVT36HVN,XB1/Series X|S,,GwG Temporary,Aug 2015,Aug 2015,0.97,Mar 2014,1.37,74,1.0,Action-Adventure,,,,,,,,
Metro 2033,https://www.xbox.com/en-us/games/store/Metro-2033-Redux/9NQ387M27TMV,9NQ387M27TMV,XB360/OG Xbox,,GwG Permanent,Aug 2015,Aug 2015,0.47,Mar 2010,5.38,81,10.0,Shooter,,,,,,,,
So Many Me,https://www.xbox.com/en-us/games/store/So-Many-Me/BZ85PVXH4JLF,BZ85PVXH4JLF,XB1/Series X|S,,GwG Temporary,Jul 2015,Aug 2015,0.97,Jun 2014,1.06,72,6.0,Puzzle,,,,,,,,
So Many Me,https://www.xbox.com/en-us/games/store/So-Many-Me/BZ85PVXH4JLF,BZ85PVXH4JLF,XB1/Series X|S,,GwG Temporary,Jul 2015,Aug 2015,0.97,Jun 2014,1.06,72,6.0,Puzzle,,,,,,,,
Gears of War 3,https://www.xbox.com/en-us/games/store/Gears-of-War-3/BPKDQSSFQ9WV,BPKDQSSFQ9WV,XB360/OG Xbox,,GwG Permanent,Jul 2015,Jul 2015,0.47,Sep 2011,3.82,87,10.0,Shooter,Enhanced,Backwards Compatible,,,,,,
Gears of War 3,https://www.xbox.com/en-us/games/store/Gears-of-War-3/BPKDQSSFQ9WV,BPKDQSSFQ9WV,XB360/OG Xbox,,GwG Permanent,Jul 2015,Jul 2015,0.47,Sep 2011,3.82,87,10.0,Shooter,Enhanced,Backwards Compatible,,,,,,
Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB1/Series X|S,,GwG Temporary,Jul 2015,Jul 2015,0.97,Oct 2013,1.67,88,22.0,Action-Adventure,,,,,,,,
Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB1/Series X|S,,GwG Temporary,Jul 2015,Jul 2015,0.97,Oct 2013,1.67,88,22.0,Action-Adventure,,,,,,,,
Plants vs. Zombies,https://www.xbox.com/en-us/games/store/Plants-vs-Zombies/BR1D9CR82ZM8,BR1D9CR82ZM8,XB360/OG Xbox,,GwG Permanent,Jul 2015,Jul 2015,0.47,May 2009,6.16,84,6.0,Strategy,,Backwards Compatible,,,,,,
Massive Chalice,https://www.xbox.com/en-us/games/store/MASSIVE-CHALICE/C2484ZR2BWNQ,C2484ZR2BWNQ,XB1/Series X|S,,GwG Temporary,Jun 2015,Jul 2015,1.47,Jun 2015,0.0,72,30.0,Strategy,,,,,,,,
Massive Chalice,https://www.xbox.com/en-us/games/store/MASSIVE-CHALICE/C2484ZR2BWNQ,C2484ZR2BWNQ,XB1/Series X|S,,GwG Temporary,Jun 2015,Jul 2015,1.47,Jun 2015,0.0,72,30.0,Strategy,,,,,,,,
Thief,https://www.xbox.com/en-us/games/store/Thief-Simulator/9N4ZQPM20W8F,9N4ZQPM20W8F,XB360/OG Xbox,,GwG Permanent,Jun 2015,Jun 2015,0.47,Feb 2014,1.31,70,11.0,Action-Adventure,,,,,,,,
Thief,https://www.xbox.com/en-us/games/store/Thief-Simulator/9N4ZQPM20W8F,9N4ZQPM20W8F,XB360/OG Xbox,,GwG Permanent,Jun 2015,Jun 2015,0.47,Feb 2014,1.31,70,11.0,Action-Adventure,,,,,,,,
Pool Nation FX,https://www.xbox.com/en-us/games/store/Pool-Nation-FX/BPQM748J3LLT,BPQM748J3LLT,XB1/Series X|S,,GwG Temporary,Apr 2015,Jun 2015,2.97,Nov 2013,1.35,72,4.0,Sports,,,,,,,,
Just Cause 2,https://www.xbox.com/en-us/games/store/Just-Cause-2/C2SFHTW47D94,C2SFHTW47D94,XB360/OG Xbox,,GwG Permanent,Jun 2015,Jun 2015,0.47,Mar 2010,5.19,86,25.0,Action-Adventure,,Backwards Compatible,,,,,,
CastleStorm: Definitive Edition,https://www.xbox.com/en-us/games/store/CastleStorm-Definitive-Edition/BP3M4THZP6GG,BP3M4THZP6GG,XB1/Series X|S,,GwG Temporary,May 2015,May 2015,0.97,Feb 2015,0.23,78,8.0,Strategy,,,,,,,,
Mafia II,https://www.xbox.com/en-us/games/store/Mafia-II-Definitive-Edition/9N000033SQDR,9N000033SQDR,XB360/OG Xbox,,GwG Permanent,May 2015,May 2015,0.47,Aug 2010,4.69,77,11.0,Action-Adventure,,Backwards Compatible,,,,,,
Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB360/OG Xbox,,GwG Permanent,Apr 2015,Apr 2015,0.47,Oct 2013,1.46,88,22.0,Action-Adventure,,Backwards Compatible,,,,,,
Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB360/OG Xbox,,GwG Permanent,Apr 2015,Apr 2015,0.47,Oct 2013,1.46,88,22.0,Action-Adventure,,Backwards Compatible,,,,,,
Child of Light,Error,,XB1/Series X|S,,GwG Temporary,Apr 2015,Apr 2015,0.97,Apr 2014,0.92,82,11.0,RPG,,,,,,,,
Child of Light,https://www.xbox.com/en-us/games/store/Child-of-Light/BQ9Q620NC614,BQ9Q620NC614,XB1/Series X|S,,GwG Temporary,Apr 2015,Apr 2015,0.97,Apr 2014,0.92,82,11.0,RPG,,,,,,,,
Rayman Legends,https://www.xbox.com/en-us/games/store/Rayman-Legends/C26K4DVGR45B,C26K4DVGR45B,XB1/Series X|S,,GwG Temporary,Mar 2015,Apr 2015,1.97,Sep 2013,1.49,92,10.0,Platformer,,,,,,,,
Rayman Legends,https://www.xbox.com/en-us/games/store/Rayman-Legends/C26K4DVGR45B,C26K4DVGR45B,XB1/Series X|S,,GwG Temporary,Mar 2015,Apr 2015,1.97,Sep 2013,1.49,92,10.0,Platformer,,,,,,,,
Terraria,https://www.xbox.com/en-us/games/store/Terraria/BTNPS60N3114,BTNPS60N3114,XB360/OG Xbox,,GwG Permanent,Apr 2015,Apr 2015,0.47,May 2011,3.88,83,29.0,Sandbox,,,,,,,,
Terraria,https://www.xbox.com/en-us/games/store/Terraria/BTNPS60N3114,BTNPS60N3114,XB360/OG Xbox,,GwG Permanent,Apr 2015,Apr 2015,0.47,May 2011,3.88,83,29.0,Sandbox,,,,,,,,
